trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9704455335485082, 'e': 1.0}",20,0,-96.55340806355602,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
2,False,"{'a': 0.9417645335842487, 'e': 0.5}",20,0,-131.03826245432785,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
3,False,"{'a': 0.9139311852712282, 'e': 0.3333333333333333}",25,0,-92.67687385836005,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
4,False,"{'a': 0.8869204367171575, 'e': 0.25}",25,0,-172.55085625362972,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
5,False,"{'a': 0.8607079764250578, 'e': 0.2}",20,0,-95.36604438933604,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
6,False,"{'a': 0.835270211411272, 'e': 0.16666666666666666}",30,0,-143.05094320436007,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 3}",0
7,False,"{'a': 0.8105842459701871, 'e': 0.14285714285714285}",20,0,-82.15525631284312,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
8,False,"{'a': 0.7866278610665535, 'e': 0.125}",25,14,9.097540496310872,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
9,False,"{'a': 0.7633794943368531, 'e': 0.1111111111111111}",30,12,-14.159215360940756,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
10,False,"{'a': 0.7408182206817179, 'e': 0.1}",20,0,-62.174615862644565,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
11,False,"{'a': 0.7189237334319262, 'e': 0.09090909090909091}",25,0,-40.29327888315301,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
12,False,"{'a': 0.6976763260710311, 'e': 0.08333333333333333}",20,0,-32.16671146632265,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
13,False,"{'a': 0.6770568744981647, 'e': 0.07692307692307693}",30,0,-77.41776101681505,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
14,False,"{'a': 0.6570468198150567, 'e': 0.07142857142857142}",20,5,-34.04512008305488,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
15,False,"{'a': 0.6376281516217733, 'e': 0.06666666666666667}",20,8,-2.540585706837721,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
16,False,"{'a': 0.6187833918061408, 'e': 0.0625}",25,0,-35.45126727513912,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
17,False,"{'a': 0.6004955788122659, 'e': 0.058823529411764705}",20,11,12.067953768840614,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.5827482523739896, 'e': 0.05555555555555555}",20,0,-65.95661347411642,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
19,False,"{'a': 0.5655254386995372, 'e': 0.05263157894736842}",20,0,-17.543770555225368,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
20,False,"{'a': 0.5488116360940265, 'e': 0.05}",25,9,16.035087732950426,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
