trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9704455335485082, 'e': 0.9999968750016276}",30,7,-121.29336390725987,"{0: 15, 1: 0, 2: 4, 3: 3, 4: 1}",1
2,False,"{'a': 0.9417645335842487, 'e': 0.9999875000260416}",25,0,-156.03919083015586,"{0: 13, 1: 4, 2: 5, 3: 1, 4: 2}",0
3,False,"{'a': 0.9139311852712282, 'e': 0.9999718751318357}",20,0,-65.67691944698052,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
4,False,"{'a': 0.8869204367171575, 'e': 0.9999500004166653}",30,0,-179.26746470783687,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
5,False,"{'a': 0.8607079764250578, 'e': 0.9999218760172474}",20,0,-84.39810173032751,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
6,False,"{'a': 0.835270211411272, 'e': 0.9998875021093592}",25,0,-102.03334230640091,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
7,False,"{'a': 0.8105842459701871, 'e': 0.9998468789078377}",30,0,-203.8333084219328,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
8,False,"{'a': 0.7866278610665535, 'e': 0.9998000066665778}",20,0,-14.921084487956058,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
9,False,"{'a': 0.7633794943368531, 'e': 0.9997468856785308}",30,0,-177.98315693753008,"{0: 13, 1: 7, 2: 8, 3: 0, 4: 2}",0
10,False,"{'a': 0.7408182206817179, 'e': 0.9996875162757026}",25,0,-202.40593704608884,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
11,False,"{'a': 0.7189237334319262, 'e': 0.9996218988291519}",25,0,-135.5316253315931,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
12,False,"{'a': 0.6976763260710311, 'e': 0.9995500337489875}",20,0,-153.13802321288705,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
13,False,"{'a': 0.6770568744981647, 'e': 0.9994719214843659}",20,0,-135.78648331014168,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
14,False,"{'a': 0.6570468198150567, 'e': 0.9993875625234886}",20,0,-160.8376874483232,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
15,False,"{'a': 0.6376281516217733, 'e': 0.9992969573935987}",20,0,-129.67094266895327,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
16,False,"{'a': 0.6187833918061408, 'e': 0.9992001066609779}",20,0,-38.843377932912304,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
