trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.05, 'e': 0.98}",20,0,-123.52944880398323,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
2,False,"{'a': 0.05, 'e': 0.9603999999999999}",30,0,-165.92338221882264,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
3,False,"{'a': 0.05, 'e': 0.9411919999999999}",20,0,-88.551713086761,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
4,False,"{'a': 0.05, 'e': 0.9223681599999999}",25,0,-61.79557869952869,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
5,False,"{'a': 0.05, 'e': 0.9039207967999999}",30,0,-184.3837058207162,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
6,False,"{'a': 0.05, 'e': 0.8858423808639999}",20,4,-177.29724684288922,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 4}",1
7,False,"{'a': 0.05, 'e': 0.8681255332467199}",25,5,-58.69695689329822,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",1
8,False,"{'a': 0.05, 'e': 0.8507630225817855}",25,0,-103.77251472006725,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
9,False,"{'a': 0.05, 'e': 0.8337477621301498}",20,0,-79.69941052254337,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
10,False,"{'a': 0.05, 'e': 0.8170728068875467}",25,0,-121.43785626511993,"{0: 14, 1: 6, 2: 2, 3: 2, 4: 1}",0
11,False,"{'a': 0.05, 'e': 0.8007313507497958}",20,0,-62.756480393926395,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
12,False,"{'a': 0.05, 'e': 0.7847167237347998}",20,0,-193.71546399154076,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
13,False,"{'a': 0.05, 'e': 0.7690223892601039}",25,0,-48.525968926346124,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
14,False,"{'a': 0.05, 'e': 0.7536419414749017}",30,0,-149.74686368256891,"{0: 21, 1: 3, 2: 2, 3: 1, 4: 3}",0
15,False,"{'a': 0.05, 'e': 0.7385691026454038}",20,0,-169.72175412168102,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
16,False,"{'a': 0.05, 'e': 0.7237977205924956}",20,0,9.712272396839328,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
17,False,"{'a': 0.05, 'e': 0.7093217661806457}",25,0,-201.56607156655497,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
18,False,"{'a': 0.05, 'e': 0.6951353308570328}",30,0,-144.81632789633457,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
19,False,"{'a': 0.05, 'e': 0.6812326242398921}",25,12,-38.02132364717033,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
20,False,"{'a': 0.05, 'e': 0.6676079717550942}",20,0,-35.781053581518314,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
21,False,"{'a': 0.05, 'e': 0.6542558123199923}",30,0,-136.03370228542147,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
22,False,"{'a': 0.05, 'e': 0.6411706960735924}",20,0,-48.473987563729544,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
23,False,"{'a': 0.05, 'e': 0.6283472821521207}",25,11,-3.391339119653054,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
24,False,"{'a': 0.05, 'e': 0.6157803365090782}",25,0,-111.86470782140808,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
25,False,"{'a': 0.05, 'e': 0.6034647297788966}",30,14,-46.60410661057652,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
26,False,"{'a': 0.05, 'e': 0.5913954351833187}",20,0,-38.969986975535534,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
27,False,"{'a': 0.05, 'e': 0.5795675264796523}",20,11,1.8747417227696328,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.05, 'e': 0.5679761759500592}",30,0,-84.07351299961609,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
29,False,"{'a': 0.05, 'e': 0.5566166524310581}",30,2,-70.58764691259185,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 1}",1
30,False,"{'a': 0.05, 'e': 0.5454843193824369}",25,0,-73.66414205132858,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
31,False,"{'a': 0.05, 'e': 0.5345746329947881}",20,0,-42.423084034747475,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
32,False,"{'a': 0.05, 'e': 0.5238831403348924}",25,0,-114.06134461107968,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
33,False,"{'a': 0.05, 'e': 0.5134054775281945}",35,0,-76.46962722667075,"{0: 30, 1: 1, 2: 1, 3: 1, 4: 2}",0
34,False,"{'a': 0.05, 'e': 0.5031373679776306}",30,0,-131.59941456635158,"{0: 23, 1: 0, 2: 2, 3: 3, 4: 2}",0
35,False,"{'a': 0.05, 'e': 0.493074620618078}",20,0,-89.83857706983585,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
36,False,"{'a': 0.05, 'e': 0.48321312820571644}",30,0,-35.97863473030798,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
37,False,"{'a': 0.05, 'e': 0.4735488656416021}",25,0,-168.24965314246984,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
38,False,"{'a': 0.05, 'e': 0.46407788832877006}",25,0,-93.29837329925128,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
39,False,"{'a': 0.05, 'e': 0.4547963305621946}",25,0,-141.21459784008667,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
40,False,"{'a': 0.05, 'e': 0.44570040395095073}",25,0,5.869512419693707,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
41,False,"{'a': 0.05, 'e': 0.4367863958719317}",25,0,-16.48961306129077,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
42,False,"{'a': 0.05, 'e': 0.42805066795449304}",25,16,-39.61245860226835,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
43,False,"{'a': 0.05, 'e': 0.41948965459540316}",25,0,-12.096158940200924,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
