trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9704455335485082, 'e': 0.9801986733067553}",25,0,-170.70018128632384,"{0: 11, 1: 4, 2: 6, 3: 3, 4: 1}",0
2,False,"{'a': 0.9417645335842487, 'e': 0.9607894391523232}",20,0,-36.893493896906,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
3,False,"{'a': 0.9139311852712282, 'e': 0.9417645335842487}",30,0,-177.73090359438564,"{0: 15, 1: 3, 2: 10, 3: 0, 4: 2}",0
4,False,"{'a': 0.8869204367171575, 'e': 0.9231163463866358}",30,0,-53.04324233761616,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
5,False,"{'a': 0.8607079764250578, 'e': 0.9048374180359596}",20,0,-18.812220241407708,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
6,False,"{'a': 0.835270211411272, 'e': 0.8869204367171575}",25,0,-117.30756697735505,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.8105842459701871, 'e': 0.8693582353988059}",25,0,-103.79832460846941,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
8,False,"{'a': 0.7866278610665535, 'e': 0.8521437889662113}",30,0,-107.71565857897119,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
9,False,"{'a': 0.7633794943368531, 'e': 0.835270211411272}",30,0,-224.4864477130568,"{0: 14, 1: 4, 2: 8, 3: 1, 4: 3}",0
10,False,"{'a': 0.7408182206817179, 'e': 0.8187307530779818}",25,9,-36.013405016973415,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
11,False,"{'a': 0.7189237334319262, 'e': 0.8025187979624785}",30,0,-213.34910755731642,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 4}",0
12,False,"{'a': 0.6976763260710311, 'e': 0.7866278610665535}",25,0,-76.5423654034738,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
13,False,"{'a': 0.6770568744981647, 'e': 0.7710515858035663}",25,0,-74.14981579409837,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
14,False,"{'a': 0.6570468198150567, 'e': 0.7557837414557255}",20,0,-53.23915773025281,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
15,False,"{'a': 0.6376281516217733, 'e': 0.7408182206817179}",20,0,-56.865311541684456,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
16,False,"{'a': 0.6187833918061408, 'e': 0.7261490370736909}",25,0,-205.4797619958149,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
17,False,"{'a': 0.6004955788122659, 'e': 0.7117703227626097}",30,0,-103.15032572258504,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
18,False,"{'a': 0.5827482523739896, 'e': 0.6976763260710311}",30,0,-151.96328115966563,"{0: 18, 1: 6, 2: 2, 3: 2, 4: 2}",0
19,False,"{'a': 0.5655254386995372, 'e': 0.6838614092123558}",25,7,-107.47752702449107,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 2}",1
