trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9704455335485082, 'e': 0.9900498337491681}",20,0,-71.72516465413486,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
2,False,"{'a': 0.9417645335842487, 'e': 0.9801986733067553}",20,2,-114.42680665680608,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 2}",1
3,False,"{'a': 0.9139311852712282, 'e': 0.9704455335485082}",35,0,-184.12848346911125,"{0: 15, 1: 6, 2: 11, 3: 3, 4: 0}",0
4,False,"{'a': 0.8869204367171575, 'e': 0.9607894391523232}",20,0,-97.15344104789986,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
5,False,"{'a': 0.8607079764250578, 'e': 0.951229424500714}",20,0,-139.63415602618437,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
6,False,"{'a': 0.835270211411272, 'e': 0.9417645335842487}",20,0,-164.09904296051243,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
7,False,"{'a': 0.8105842459701871, 'e': 0.9323938199059483}",20,0,-73.52656556099242,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
8,False,"{'a': 0.7866278610665535, 'e': 0.9231163463866358}",20,0,-133.95912339328981,"{0: 11, 1: 0, 2: 5, 3: 3, 4: 1}",0
9,False,"{'a': 0.7633794943368531, 'e': 0.9139311852712282}",30,0,-88.24484555798958,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.7408182206817179, 'e': 0.9048374180359596}",35,0,-299.45094775832456,"{0: 16, 1: 7, 2: 6, 3: 1, 4: 5}",0
11,False,"{'a': 0.7189237334319262, 'e': 0.8958341352965282}",35,0,-185.44610169461737,"{0: 22, 1: 2, 2: 7, 3: 1, 4: 3}",0
12,False,"{'a': 0.6976763260710311, 'e': 0.8869204367171575}",30,0,-211.09620211029358,"{0: 18, 1: 3, 2: 4, 3: 1, 4: 4}",0
13,False,"{'a': 0.6770568744981647, 'e': 0.8780954309205613}",25,0,-224.4292096344456,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 4}",0
14,False,"{'a': 0.6570468198150567, 'e': 0.8693582353988059}",20,0,-89.64016093658712,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
