trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9704455335485082, 'e': 0.96}",25,5,-153.18737452021796,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",1
2,False,"{'a': 0.9417645335842487, 'e': 0.9216}",20,0,-118.61575280546339,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
3,False,"{'a': 0.9139311852712282, 'e': 0.8847359999999999}",20,0,-73.2642202079131,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
4,False,"{'a': 0.8869204367171575, 'e': 0.8493465599999999}",20,6,-148.58030533635602,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 3}",1
5,False,"{'a': 0.8607079764250578, 'e': 0.8153726975999999}",25,0,-87.40106205097736,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
6,False,"{'a': 0.835270211411272, 'e': 0.7827577896959999}",25,0,-47.90095592632141,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
7,False,"{'a': 0.8105842459701871, 'e': 0.7514474781081598}",20,0,-108.7337672095453,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
8,False,"{'a': 0.7866278610665535, 'e': 0.7213895789838334}",20,0,-91.49450694144006,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
9,False,"{'a': 0.7633794943368531, 'e': 0.69253399582448}",25,0,-75.53862911150578,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
10,False,"{'a': 0.7408182206817179, 'e': 0.6648326359915008}",25,15,-13.741802999553194,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
11,False,"{'a': 0.7189237334319262, 'e': 0.6382393305518408}",25,0,-73.22504019754398,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
12,False,"{'a': 0.6976763260710311, 'e': 0.6127097573297671}",30,0,-201.70794607605768,"{0: 20, 1: 0, 2: 6, 3: 0, 4: 4}",0
13,False,"{'a': 0.6770568744981647, 'e': 0.5882013670365764}",30,8,-71.13241941205352,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
14,False,"{'a': 0.6570468198150567, 'e': 0.5646733123551133}",30,0,-178.23667876208845,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
15,False,"{'a': 0.6376281516217733, 'e': 0.5420863798609088}",20,0,-49.01669546700178,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
16,False,"{'a': 0.6187833918061408, 'e': 0.5204029246664724}",20,0,-86.58108867950779,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
17,False,"{'a': 0.6004955788122659, 'e': 0.49958680767981345}",20,0,-19.07836242203732,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
18,False,"{'a': 0.5827482523739896, 'e': 0.4796033353726209}",25,16,-79.13746539569559,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
19,False,"{'a': 0.5655254386995372, 'e': 0.4604192019577161}",20,0,-193.83508008477958,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
20,False,"{'a': 0.5488116360940265, 'e': 0.4420024338794074}",25,0,-75.89499430137568,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.5325918010068972, 'e': 0.42432233652423107}",25,3,-153.71596631303444,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 4}",1
22,False,"{'a': 0.5168513344916993, 'e': 0.4073494430632618}",20,0,-103.68089422021865,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
23,False,"{'a': 0.5015760690660556, 'e': 0.3910554653407313}",20,0,-3.2060730286235755,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
24,False,"{'a': 0.4867522559599717, 'e': 0.3754132467271021}",25,0,-32.27826794978936,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0.47236655274101474, 'e': 0.360396716858018}",20,0,-146.44008833072942,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
26,False,"{'a': 0.45840601130522357, 'e': 0.34598084818369723}",20,0,8.4484784559146,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
27,False,"{'a': 0.44485806622294116, 'e': 0.33214161425634936}",20,0,-87.52718427359635,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
28,False,"{'a': 0.43171052342907973, 'e': 0.3188559496860954}",30,0,-37.4427530997774,"{0: 25, 1: 1, 2: 2, 3: 2, 4: 0}",0
29,False,"{'a': 0.418951549247639, 'e': 0.3061017116986515}",20,0,-18.052442280211704,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
30,False,"{'a': 0.40656965974059917, 'e': 0.29385764323070546}",20,0,-21.692697166647264,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
31,False,"{'a': 0.3945537103716012, 'e': 0.28210333750147726}",25,0,-82.17742652644954,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
32,False,"{'a': 0.38289288597511206, 'e': 0.2708192040014181}",25,11,22.007105659804974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.3715766910220457, 'e': 0.2599864358413614}",30,0,-17.492195844968805,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
