trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9704455335485082, 'e': 0.9801986733067553}",30,0,-271.3140693596781,"{0: 13, 1: 4, 2: 8, 3: 1, 4: 4}",0
2,False,"{'a': 0.9417645335842487, 'e': 0.9607894391523232}",30,0,-174.30214608787867,"{0: 20, 1: 0, 2: 6, 3: 1, 4: 3}",0
3,False,"{'a': 0.9139311852712282, 'e': 0.9417645335842487}",20,0,-63.18300797274245,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
4,False,"{'a': 0.8869204367171575, 'e': 0.9231163463866358}",20,0,-144.41876944637403,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
5,False,"{'a': 0.8607079764250578, 'e': 0.9048374180359596}",25,0,-155.23896396978736,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
6,False,"{'a': 0.835270211411272, 'e': 0.8869204367171575}",20,0,-68.80722586798157,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
7,False,"{'a': 0.8105842459701871, 'e': 0.8693582353988059}",20,12,-33.66393211212164,"{0: 4, 1: 0, 2: 4, 3: 0, 4: 0}",1
8,False,"{'a': 0.7866278610665535, 'e': 0.8521437889662113}",30,0,-125.50831065782148,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
9,False,"{'a': 0.7633794943368531, 'e': 0.835270211411272}",30,0,-170.29346589165476,"{0: 13, 1: 6, 2: 8, 3: 2, 4: 1}",0
10,False,"{'a': 0.7408182206817179, 'e': 0.8187307530779818}",25,0,-125.29658423502006,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
11,False,"{'a': 0.7189237334319262, 'e': 0.8025187979624785}",25,0,-53.59299347274769,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
12,False,"{'a': 0.6976763260710311, 'e': 0.7866278610665535}",20,4,-31.864515503190436,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
13,False,"{'a': 0.6770568744981647, 'e': 0.7710515858035663}",20,0,-27.82144990563735,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
14,False,"{'a': 0.6570468198150567, 'e': 0.7557837414557255}",20,0,-113.60819037456058,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
15,False,"{'a': 0.6376281516217733, 'e': 0.7408182206817179}",20,0,-54.43437133894521,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
16,False,"{'a': 0.6187833918061408, 'e': 0.7261490370736909}",20,0,-143.5735745760862,"{0: 10, 1: 5, 2: 1, 3: 2, 4: 2}",0
17,False,"{'a': 0.6004955788122659, 'e': 0.7117703227626097}",30,3,-163.63082103154935,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 2}",1
18,False,"{'a': 0.5827482523739896, 'e': 0.6976763260710311}",25,0,-96.83987487065815,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
19,False,"{'a': 0.5655254386995372, 'e': 0.6838614092123558}",25,0,-119.52176436032562,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
20,False,"{'a': 0.5488116360940265, 'e': 0.6703200460356393}",20,16,6.042037386460478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.5325918010068972, 'e': 0.6570468198150567}",20,0,-124.87252267463492,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
22,False,"{'a': 0.5168513344916993, 'e': 0.6440364210831414}",25,0,-38.54469425228045,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
