trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9851119396030626}",25,0,-76.60086108557593,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
2,False,"{'a': 0.1, 'e': 0.9704455335485082}",25,0,-12.174718427842341,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
3,False,"{'a': 0.1, 'e': 0.9559974818331}",25,0,-49.56246668673086,"{0: 16, 1: 6, 2: 2, 3: 1, 4: 0}",0
4,False,"{'a': 0.1, 'e': 0.9417645335842487}",20,0,-74.86360255679958,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
5,False,"{'a': 0.1, 'e': 0.9277434863285529}",20,0,-63.63033035164751,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
6,False,"{'a': 0.1, 'e': 0.9139311852712282}",20,0,-67.31951023980977,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
7,False,"{'a': 0.1, 'e': 0.9003245225862656}",30,0,-151.88063636414995,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
8,False,"{'a': 0.1, 'e': 0.8869204367171575}",20,0,-73.29778924616313,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
9,False,"{'a': 0.1, 'e': 0.8737159116880344}",25,0,-207.21981693070006,"{0: 11, 1: 3, 2: 8, 3: 0, 4: 3}",0
10,False,"{'a': 0.1, 'e': 0.8607079764250578}",30,0,-212.19648115976887,"{0: 15, 1: 2, 2: 9, 3: 2, 4: 2}",0
11,False,"{'a': 0.1, 'e': 0.8478937040879159}",20,0,-131.70523944574114,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
12,False,"{'a': 0.1, 'e': 0.835270211411272}",25,0,-171.4307416838627,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
13,False,"{'a': 0.1, 'e': 0.8228346580560184}",25,0,-55.32335303524912,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
14,False,"{'a': 0.1, 'e': 0.8105842459701871}",35,0,-206.7939064711529,"{0: 20, 1: 2, 2: 8, 3: 3, 4: 2}",0
15,False,"{'a': 0.1, 'e': 0.7985162187593771}",20,0,-66.8622873159804,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
16,False,"{'a': 0.1, 'e': 0.7866278610665535}",25,0,-185.22735364252688,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
17,False,"{'a': 0.1, 'e': 0.774916497961081}",20,0,-59.64296472670053,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
18,False,"{'a': 0.1, 'e': 0.7633794943368531}",30,0,-43.55939341621967,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
