trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9704455335485082, 'e': 1.0}",25,0,-176.7426706562902,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
2,False,"{'a': 0.9417645335842487, 'e': 0.5}",25,8,-75.56966304241456,"{0: 10, 1: 4, 2: 1, 3: 1, 4: 1}",1
3,False,"{'a': 0.9139311852712282, 'e': 0.3333333333333333}",25,0,-125.5257704731679,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
4,False,"{'a': 0.8869204367171575, 'e': 0.25}",25,0,-97.81379066710791,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
5,False,"{'a': 0.8607079764250578, 'e': 0.2}",20,0,-64.59999567733793,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
6,False,"{'a': 0.835270211411272, 'e': 0.16666666666666666}",20,0,-34.56759513025327,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
7,False,"{'a': 0.8105842459701871, 'e': 0.14285714285714285}",25,4,6.574543715237936,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
8,False,"{'a': 0.7866278610665535, 'e': 0.125}",25,0,8.620507536517403,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
9,False,"{'a': 0.7633794943368531, 'e': 0.1111111111111111}",20,0,-157.48732504454318,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
10,False,"{'a': 0.7408182206817179, 'e': 0.1}",25,0,-34.2479513046981,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
11,False,"{'a': 0.7189237334319262, 'e': 0.09090909090909091}",20,4,-23.170349736220135,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
12,False,"{'a': 0.6976763260710311, 'e': 0.08333333333333333}",20,2,-26.534748368415855,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
13,False,"{'a': 0.6770568744981647, 'e': 0.07692307692307693}",25,18,12.631537261596682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.6570468198150567, 'e': 0.07142857142857142}",20,3,-13.687237592011053,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
15,False,"{'a': 0.6376281516217733, 'e': 0.06666666666666667}",25,0,-240.5125847277103,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 6}",0
16,False,"{'a': 0.6187833918061408, 'e': 0.0625}",25,0,-89.9643594216158,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
17,False,"{'a': 0.6004955788122659, 'e': 0.058823529411764705}",30,13,-72.79842124826108,"{0: 13, 1: 0, 2: 1, 3: 2, 4: 1}",1
18,False,"{'a': 0.5827482523739896, 'e': 0.05555555555555555}",20,2,-6.157725060073487,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
19,False,"{'a': 0.5655254386995372, 'e': 0.05263157894736842}",25,0,2.922516865482222,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
20,False,"{'a': 0.5488116360940265, 'e': 0.05}",20,9,18.1333506722815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.5325918010068972, 'e': 0.047619047619047616}",25,0,-57.88578814103351,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
22,False,"{'a': 0.5168513344916993, 'e': 0.045454545454545456}",20,0,5.933930556728642,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
23,False,"{'a': 0.5015760690660556, 'e': 0.043478260869565216}",20,0,23.480857246083076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.4867522559599717, 'e': 0.041666666666666664}",20,0,-17.432540540569562,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
25,False,"{'a': 0.47236655274101474, 'e': 0.04}",20,12,13.609134450737109,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,False,"{'a': 0.45840601130522357, 'e': 0.038461538461538464}",20,14,11.14085311247495,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.44485806622294116, 'e': 0.037037037037037035}",30,11,12.118147514658716,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.43171052342907973, 'e': 0.03571428571428571}",25,0,-63.471862194426556,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
29,False,"{'a': 0.418951549247639, 'e': 0.034482758620689655}",20,0,-0.46550034701160237,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
30,False,"{'a': 0.40656965974059917, 'e': 0.03333333333333333}",25,0,21.139305603063725,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
31,False,"{'a': 0.3945537103716012, 'e': 0.03225806451612903}",25,10,3.7722045064022627,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
32,False,"{'a': 0.38289288597511206, 'e': 0.03125}",20,0,-66.57441172880974,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
