trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9704455335485082, 'e': 0.9851119396030626}",20,0,-63.01238793658336,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
2,False,"{'a': 0.9417645335842487, 'e': 0.9704455335485082}",25,0,-48.129317250464375,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
3,False,"{'a': 0.9139311852712282, 'e': 0.9559974818331}",20,0,-203.25315126200644,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
4,False,"{'a': 0.8869204367171575, 'e': 0.9417645335842487}",20,0,-52.66271345208319,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
5,False,"{'a': 0.8607079764250578, 'e': 0.9277434863285529}",25,0,-98.60671907427158,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",1
6,False,"{'a': 0.835270211411272, 'e': 0.9139311852712282}",20,0,-64.63566275756948,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
7,False,"{'a': 0.8105842459701871, 'e': 0.9003245225862656}",20,0,-84.13256409684355,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
8,False,"{'a': 0.7866278610665535, 'e': 0.8869204367171575}",25,3,-105.84533594692466,"{0: 11, 1: 6, 2: 3, 3: 1, 4: 1}",1
9,False,"{'a': 0.7633794943368531, 'e': 0.8737159116880344}",35,0,-96.33019603222905,"{0: 21, 1: 5, 2: 9, 3: 0, 4: 0}",0
10,False,"{'a': 0.7408182206817179, 'e': 0.8607079764250578}",25,0,-61.50802302327381,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
11,False,"{'a': 0.7189237334319262, 'e': 0.8478937040879159}",20,0,-38.47397508726931,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
12,False,"{'a': 0.6976763260710311, 'e': 0.835270211411272}",20,0,-106.71281590342664,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
13,False,"{'a': 0.6770568744981647, 'e': 0.8228346580560184}",20,0,-143.9232199435731,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
14,False,"{'a': 0.6570468198150567, 'e': 0.8105842459701871}",20,0,-67.8580778752465,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
15,False,"{'a': 0.6376281516217733, 'e': 0.7985162187593771}",20,0,-59.18201158641896,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
16,False,"{'a': 0.6187833918061408, 'e': 0.7866278610665535}",25,0,-156.74162588847403,"{0: 15, 1: 3, 2: 2, 3: 3, 4: 2}",0
17,False,"{'a': 0.6004955788122659, 'e': 0.774916497961081}",35,0,-187.76864641371526,"{0: 23, 1: 2, 2: 5, 3: 2, 4: 3}",0
18,False,"{'a': 0.5827482523739896, 'e': 0.7633794943368531}",20,0,-38.210979507469204,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
19,False,"{'a': 0.5655254386995372, 'e': 0.7520142543193826}",30,0,-133.40755739645283,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
20,False,"{'a': 0.5488116360940265, 'e': 0.7408182206817179}",25,0,-189.2035623655352,"{0: 13, 1: 6, 2: 2, 3: 0, 4: 4}",0
21,False,"{'a': 0.5325918010068972, 'e': 0.7297888742690568}",30,0,-84.14081227150358,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
22,False,"{'a': 0.5168513344916993, 'e': 0.7189237334319262}",20,0,-66.1664939707465,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
23,False,"{'a': 0.5015760690660556, 'e': 0.7082203534678}",20,0,-99.94974928058657,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
24,False,"{'a': 0.4867522559599717, 'e': 0.6976763260710311}",20,0,-8.120367706232235,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
25,False,"{'a': 0.8, 'e': 0.6872892787909722}",30,0,-161.7324841618565,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
26,False,"{'a': 0.45840601130522357, 'e': 0.6770568744981647}",20,0,-76.14088484726243,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
27,False,"{'a': 0.44485806622294116, 'e': 0.6669768108584744}",20,0,-149.91873676415355,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
28,False,"{'a': 0.43171052342907973, 'e': 0.6570468198150567}",20,0,-154.28921699392293,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
29,False,"{'a': 0.418951549247639, 'e': 0.6472646670780347}",20,0,-19.92647536595865,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
30,False,"{'a': 0.40656965974059917, 'e': 0.6376281516217733}",25,0,-126.88917008875694,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
31,False,"{'a': 0.3945537103716012, 'e': 0.6281351051896409}",30,0,-192.96928829753824,"{0: 19, 1: 2, 2: 4, 3: 2, 4: 3}",0
32,False,"{'a': 0.38289288597511206, 'e': 0.6187833918061408}",25,0,-88.10531017958967,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
33,False,"{'a': 0.3715766910220457, 'e': 0.6095709072963094}",20,0,-22.291990378884616,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
34,False,"{'a': 0.3605949401730783, 'e': 0.6004955788122659}",20,0,-82.83315998193841,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
35,False,"{'a': 0.3499377491111553, 'e': 0.5915553643668151}",20,0,-75.79673353180596,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
36,False,"{'a': 0.33959552564493917, 'e': 0.5827482523739896}",20,0,-96.0828581514801,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
37,False,"{'a': 0.3295589610751891, 'e': 0.5740722611964361}",20,0,-84.53343377875053,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
38,False,"{'a': 0.31981902181630395, 'e': 0.5655254386995372}",20,0,-73.90563937744129,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.31036694126548503, 'e': 0.5571058618121739}",20,0,-117.67170729299698,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
